                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     380                                     1355                  3.0000000000000000E+000                  2.0000000000000000E-002                  4.1471393479198784E+008                  5.9618843124965683E+005                  4.9304741658842713E+003                  1.3131903332741629E+002                  1.5705060880170475E+001                 -1.9610167329242792E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0159003003756537E-001                  2.5721626456962521E-001                  6.5704282519089482E-003                  1.9824867716745010E-002                  1.0721187058545899E-002                  2.9977408765491851E+000                 -2.0002992515967614E-011                  1.6238591870321983E+000                  3.4742056902305082E-004                  1.2547424068589423E+000                  5.9739776764603174E-002                  1.3619237205050264E-002                  2.5136834826235268E-002                  8.0735586396372527E-003                  5.5440702323896263E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5976544519644673E+005                  1.0261285865803117E+005                  2.2827923725839126E+008                  1.3125274205974134E+002                  9.4973396172638743E+001                  3.1678526329373202E+001                  6.5488477216061280E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3087376468591636E+016                               "r25.12.1"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260218"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                 velocity                                       cp                                   csound                                       pp                                      cno                                tri_alpha                                  opacity                        mlt_mixing_length                                 brunt_N2                brunt_N2_composition_term                              log_brunt_N                             log_lamb_Sl1                             log_lamb_Sl2                             log_lamb_Sl3 
                                       1                  2.9977408765491851E+000                  1.1960396242665736E+000                  3.6928890264539689E+000                 -7.6783010686062374E+000                  3.8037773899018914E+000                  6.6549996975492365E-001                  3.1440285406183699E-001                  2.0097176183239363E-002                  0.0000000000000000E+000                  1.5607019057014439E+008                  7.0898766449141782E+005                  2.7806524668467396E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4911409261365156E-002                  1.8210672558383095E+009                  9.9308166983705378E-008                  0.0000000000000000E+000                 -3.5015075170911429E+000                 -8.3548781908845637E-001                 -5.9692719172862541E-001                 -4.4641219389663472E-001 
                                       2                  2.9977408765473865E+000                  1.1960396197486192E+000                  3.6928900430818334E+000                 -7.6782939531427674E+000                  3.8037855218525056E+000                  6.6549996975492365E-001                  3.1440285406183699E-001                  2.0097176183239363E-002                  0.0000000000000000E+000                  1.5607019493424547E+008                  7.0898848205997236E+005                  2.7806980316156548E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4912016344887810E-002                  1.8210686387327189E+009                  9.9307681754350323E-008                  0.0000000000000000E+000                 -3.5015085780962574E+000                 -8.3548764763508998E-001                 -5.9692702027525890E-001                 -4.4641202244326833E-001 
                                       3                  2.9977408765437890E+000                  1.1960396107128570E+000                  3.6928914268407329E+000                 -7.6782842684656947E+000                  3.8037965900970985E+000                  6.6549996975492365E-001                  3.1440285406183704E-001                  2.0097176183239363E-002                  0.0000000000000000E+000                  1.5607020087631065E+008                  7.0898959487322997E+005                  2.7807600498681212E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4912842666323933E-002                  1.8210742460817435E+009                  9.9305732567498625E-008                  0.0000000000000000E+000                 -3.5015128402509403E+000                 -8.3548697085483714E-001                 -5.9692634349500606E-001                 -4.4641134566301532E-001 
                                       4                  2.9977408765400417E+000                  1.1960396013008157E+000                  3.6928935801614413E+000                 -7.6782691985045286E+000                  3.8038138130814869E+000                  6.6549996975492365E-001                  3.1440285406183699E-001                  2.0097176183239363E-002                  0.0000000000000000E+000                  1.5607021012763157E+008                  7.0899132656300231E+005                  2.7808565568854823E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4914128553591647E-002                  1.8210800871755922E+009                  9.9303702149748323E-008                  0.0000000000000000E+000                 -3.5015172801166807E+000                 -8.3548626586985042E-001                 -5.9692563851001934E-001                 -4.4641064067802871E-001 
                                       5                  2.9977408765323603E+000                  1.1960395820067939E+000                  3.6928964748584030E+000                 -7.6782489416657977E+000                  3.8038369642179739E+000                  6.6549996975492365E-001                  3.1440285406183699E-001                  2.0097176183239363E-002                  0.0000000000000000E+000                  1.5607022257279831E+008                  7.0899365446042782E+005                  2.7809862855950384E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4915857181984734E-002                  1.8210920616896348E+009                  9.9299539750838715E-008                  0.0000000000000000E+000                 -3.5015263822182421E+000                 -8.3548482063217822E-001                 -5.9692419327234714E-001                 -4.4640919544035645E-001 
                                       6                  2.9977408765246785E+000                  1.1960395627136702E+000                  3.6929014524278077E+000                 -7.6782141127670922E+000                  3.8038767700012626E+000                  6.6549996975492365E-001                  3.1440285406183699E-001                  2.0097176183239363E-002                  0.0000000000000000E+000                  1.5607024399687350E+008                  7.0899765738079790E+005                  2.7812093507417607E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4918829733076216E-002                  1.8211040367040212E+009                  9.9295377284990649E-008                  0.0000000000000000E+000                 -3.5015354848477362E+000                 -8.3548337537122297E-001                 -5.9692274801139178E-001                 -4.4640775017940126E-001 
                                       7                  2.9977408765059423E+000                  1.1960395156610366E+000                  3.6929134557119778E+000                 -7.6781301437936049E+000                  3.8039727406162731E+000                  6.6549996975492365E-001                  3.1440285406183699E-001                  2.0097176183239363E-002                  0.0000000000000000E+000                  1.5607029578455141E+008                  7.0900731027118838E+005                  2.7817472119609170E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4925998390211543E-002                  1.8211332467841432E+009                  9.9285224602855210E-008                  0.0000000000000000E+000                 -3.5015576886974067E+000                 -8.3547985025390414E-001                 -5.9691922289407306E-001                 -4.4640422506208244E-001 
                                       8                  2.9977408764609761E+000                  1.1960394027564814E+000                  3.6929413492616794E+000                 -7.6779351246479690E+000                  3.8041956495426472E+000                  6.6549996975492365E-001                  3.1440285406183699E-001                  2.0097176183239363E-002                  0.0000000000000000E+000                  1.5607041680722994E+008                  7.0902974162997701E+005                  2.7829968037514315E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4942659373051597E-002                  1.8212033650092170E+009                  9.9260856400722140E-008                  0.0000000000000000E+000                 -3.5016109910628823E+000                 -8.3547138942873655E-001                 -5.9691076206890559E-001                 -4.4639576423691490E-001 
                                       9                  2.9977408763579292E+000                  1.1960391441327050E+000                  3.6929863814775485E+000                 -7.6776206331577850E+000                  3.8045551673174764E+000                  6.6549996975492365E-001                  3.1440285406183699E-001                  2.0097176183239363E-002                  0.0000000000000000E+000                  1.5607061415867299E+008                  7.0906595471665123E+005                  2.7850131013188948E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4969562108703979E-002                  1.8213641018987532E+009                  9.9205005026532988E-008                  0.0000000000000000E+000                 -3.5017332082748651E+000                 -8.3545199686213645E-001                 -5.9689136950230537E-001                 -4.4637637167031469E-001 
